loan_id,cust_id,branch_id,product_id,loan_amount,interest_rate,tenure_years,loan_status,date_id
7820,1435,2,4,330000,9.51,5,Active,986
7821,1468,3,5,1878000,10.41,6,Closed,21
7822,1002,17,2,211000,12.22,2,Active,1034
7823,1243,9,2,104000,12.52,5,Active,45
7824,1297,4,2,354000,11.61,3,Active,605
7825,1211,22,5,649000,11.89,8,Active,1027
7826,1123,23,1,2496000,8.69,12,Active,43
7827,1229,2,3,812000,9.72,3,Active,297
7828,1082,24,5,1670000,10.88,5,Active,377
7829,1144,9,1,1020000,7.92,11,Active,937
7830,1388,14,6,98000,10.24,2,Closed,717
7831,1140,11,6,120000,10.23,4,Active,636
7832,1029,2,6,324000,11.37,1,Active,377
7833,1391,21,2,438000,13.55,3,Closed,47
7834,1270,2,2,124000,12.56,3,Active,331
7835,1247,5,3,519000,10.52,2,Closed,236
7836,1012,7,1,1367000,9.95,10,Active,862
7837,1355,22,1,1521000,9.89,11,Active,285
7838,1389,4,5,184000,10.65,8,Active,754
7839,1337,14,3,1596000,7.44,2,Active,716
7840,1106,2,1,940000,9.06,9,Closed,712
7841,1032,23,1,2561000,8.82,9,Active,1081
7842,1074,12,4,268000,10.08,5,Active,437
7843,1171,10,5,603000,10.83,4,Active,119
7844,1337,25,2,250000,13.51,1,Active,571
7845,1069,1,1,1087000,6.99,12,Active,948
7846,1301,19,3,528000,10.05,2,Closed,58
7847,1362,23,1,1426000,9.45,12,Active,500
7848,1137,16,1,2564000,8.61,9,Default,731
7849,1433,15,2,622000,12.71,2,Active,796
7850,1417,14,2,145000,11.61,3,Active,482
7851,1484,9,2,696000,12.9,3,Closed,326
7852,1100,21,5,375000,11.6,5,Active,1087
7853,1146,23,2,206000,13.07,4,Active,231
7854,1009,15,5,1121000,10.07,6,Active,555
7855,1062,7,5,1681000,9.44,6,Closed,423
7856,1185,4,3,1284000,8.72,4,Active,730
7857,1029,21,1,1197000,8.21,9,Active,203
7858,1381,18,5,895000,11.76,6,Active,690
7859,1114,8,5,2172000,10.47,6,Active,784
7860,1462,12,2,240000,13.3,1,Active,453
7861,1409,15,2,108000,13.35,3,Active,1027
7862,1143,15,1,1268000,8.51,10,Active,1075
7863,1390,17,1,1776000,8.8,10,Active,672
7864,1120,2,2,111000,11.84,2,Active,1021
7865,1170,12,1,1223000,7.29,11,Active,480
7866,1157,3,1,3228000,7.72,12,Active,886
7867,1335,7,2,169000,11.88,3,Closed,396
7868,1349,6,5,544000,11.56,5,Active,159
7869,1260,14,5,362000,11.3,6,Closed,465
7870,1082,23,6,138000,9.23,1,Active,571
7871,1242,5,2,425000,12.63,3,Active,1014
7872,1441,4,2,1018000,11.16,2,Active,559
7873,1433,15,5,1440000,10.19,4,Active,982
7874,1172,7,3,891000,9.87,4,Active,1021
7875,1231,3,1,949000,7.21,12,Active,543
7876,1208,13,2,1194000,11.48,2,Default,247
7877,1075,10,6,131000,9.63,4,Closed,699
7878,1270,23,1,476000,6.96,10,Active,593
7879,1387,2,1,2286000,7.43,10,Active,842
7880,1499,12,2,232000,12.11,2,Closed,1029
7881,1114,24,6,337000,9.14,2,Active,516
7882,1062,22,1,1254000,7.96,8,Active,487
7883,1362,12,3,887000,8.91,3,Active,655
7884,1320,19,1,1002000,9.06,9,Active,898
7885,1102,19,2,202000,12.85,3,Active,312
7886,1429,21,2,139000,11.47,4,Active,724
7887,1362,3,1,1817000,7.16,11,Active,763
7888,1210,6,6,94000,9.72,3,Active,995
7889,1442,2,4,647000,10.59,4,Closed,694
7890,1255,24,1,1850000,8.76,13,Active,209
7891,1020,13,1,1025000,8.24,11,Active,718
7892,1058,9,2,488000,11.26,1,Closed,750
7893,1112,13,5,1926000,11.12,7,Active,159
7894,1473,23,1,2715000,9.18,11,Active,461
7895,1313,14,2,162000,13.48,2,Closed,1024
7896,1486,19,2,217000,11.05,3,Closed,54
7897,1461,11,1,2308000,9.3,8,Active,393
7898,1196,14,1,4026000,7.39,10,Active,244
7899,1375,16,3,559000,8.6,5,Closed,744
7900,1462,10,1,1193000,8.11,13,Active,838
7901,1353,20,5,964000,10.85,6,Active,902
7902,1092,16,6,406000,9.65,1,Closed,291
7903,1052,2,2,337000,12.23,5,Closed,131
7904,1293,25,2,328000,11.69,2,Closed,278
7905,1008,16,3,488000,9.38,3,Closed,142
7906,1300,14,3,534000,8.26,3,Closed,67
7907,1098,21,1,1622000,8.2,11,Closed,883
7908,1236,18,1,1686000,8.15,8,Active,1083
7909,1389,6,5,2942000,10.81,8,Active,393
7910,1374,7,1,1274000,8.78,12,Active,509
7911,1069,13,3,960000,7.21,2,Active,176
7912,1415,2,3,760000,9.03,1,Active,37
7913,1045,15,1,1835000,7.53,10,Closed,916
7914,1137,17,4,451000,10.44,5,Closed,597
7915,1234,13,5,1252000,11.02,7,Closed,434
7916,1032,7,1,1905000,9.32,11,Active,496
7917,1289,1,5,1165000,10.83,8,Active,892
7918,1126,3,1,1906000,9.43,10,Active,1006
7919,1067,20,4,381000,9.77,4,Active,305
7920,1030,18,3,259000,7.93,4,Active,256
7921,1114,7,3,336000,8.29,2,Active,587
7922,1204,21,1,1274000,8.06,11,Active,622
7923,1029,17,2,173000,12.24,2,Active,1030
7924,1131,12,5,680000,11.67,9,Active,849
7925,1474,16,2,236000,12.96,2,Active,950
7926,1185,24,3,565000,9.4,6,Active,657
7927,1253,10,6,426000,9.84,1,Active,1026
7928,1286,23,2,176000,13.16,4,Active,928
7929,1393,16,2,152000,12.23,3,Active,818
7930,1410,20,5,386000,11.25,5,Active,228
7931,1386,18,5,757000,9.89,8,Active,83
7932,1062,15,2,135000,12.49,4,Active,975
7933,1003,23,3,764000,8.79,4,Active,441
7934,1430,11,6,103000,9.8,1,Active,1069
7935,1068,18,1,1351000,8.98,8,Active,711
7936,1025,6,1,1130000,8.18,9,Active,175
7937,1179,1,2,103000,12.9,4,Closed,384
7938,1141,23,1,1031000,7.42,11,Active,408
7939,1231,7,3,541000,10.77,4,Closed,192
7940,1300,12,4,840000,9.91,7,Active,856
7941,1163,20,1,1453000,7.8,12,Active,464
7942,1311,4,5,2515000,11.39,7,Closed,721
7943,1471,10,1,3202000,8.44,12,Active,29
7944,1393,21,2,311000,14.52,3,Active,1072
7945,1130,2,1,4158000,9.02,12,Closed,267
7946,1445,9,5,1019000,10.64,7,Active,387
7947,1246,10,1,2893000,8.21,12,Active,682
7948,1297,20,1,1189000,8.55,15,Active,1040
7949,1172,11,6,299000,9.96,1,Active,1013
7950,1064,25,6,55000,11.36,1,Active,449
7951,1031,14,1,1839000,7.83,10,Closed,347
7952,1492,3,1,539000,7.96,12,Active,287
7953,1047,25,3,479000,9.06,4,Active,1000
7954,1130,1,3,385000,8.21,4,Closed,377
7955,1352,7,6,190000,10.91,3,Closed,422
7956,1466,4,1,1388000,8.12,12,Active,932
7957,1333,7,1,1235000,7.79,12,Closed,764
7958,1110,16,3,905000,9.13,6,Active,745
7959,1069,10,3,627000,8.35,6,Active,219
7960,1058,15,3,1278000,7.73,5,Closed,57
7961,1106,16,5,698000,11.13,7,Active,687
7962,1300,6,2,216000,10.78,4,Closed,114
7963,1330,4,1,3829000,6.81,10,Active,475
7964,1256,4,3,334000,9.28,2,Active,1092
7965,1312,24,2,126000,12.01,1,Active,58
7966,1171,23,2,120000,12.69,2,Closed,304
7967,1383,4,6,103000,10.9,1,Active,998
7968,1473,22,2,119000,10.67,3,Closed,303
7969,1162,22,1,1709000,7.69,12,Active,911
7970,1485,17,2,173000,12.16,5,Active,734
7971,1286,13,1,1539000,8.73,11,Active,718
7972,1071,2,1,1450000,8.67,10,Active,863
7973,1255,20,3,819000,8.95,4,Closed,2
7974,1454,6,3,768000,9.28,5,Closed,1064
7975,1374,22,2,491000,11.94,3,Active,1072
7976,1055,1,2,166000,11.47,3,Active,712
7977,1323,8,1,1297000,8.54,8,Active,57
7978,1397,18,1,1957000,6.89,10,Active,12
7979,1003,21,1,1077000,8.68,9,Active,458
7980,1026,4,5,500000,11.71,4,Closed,691
7981,1313,5,4,439000,9.74,5,Active,541
7982,1126,5,6,238000,12.3,2,Active,339
7983,1408,15,3,878000,9.7,4,Active,759
7984,1053,10,2,349000,13.59,2,Closed,256
7985,1198,8,1,1975000,8.44,9,Active,1070
7986,1299,7,1,3069000,8.91,13,Active,1044
7987,1188,12,3,870000,9.01,3,Active,1083
7988,1186,25,2,638000,10.97,3,Active,240
7989,1305,11,4,1305000,8.53,2,Active,376
7990,1298,13,2,277000,12.32,1,Active,1060
7991,1204,15,6,214000,10.3,2,Active,858
7992,1497,17,2,158000,11.72,3,Active,387
7993,1484,22,1,1587000,7.2,9,Active,812
7994,1450,22,5,1277000,11.83,6,Active,183
7995,1011,18,2,237000,11.38,2,Closed,316
7996,1359,8,5,433000,10.18,6,Active,85
7997,1354,6,1,1282000,8.53,10,Active,829
7998,1474,11,3,478000,10.06,4,Active,1073
7999,1146,9,1,1445000,9.14,10,Active,812
8000,1085,5,1,2734000,8.01,9,Active,948
8001,1100,7,3,553000,8.74,5,Active,840
8002,1104,22,1,1608000,9.73,12,Closed,857
8003,1436,15,1,1106000,9.33,10,Active,945
8004,1046,21,4,512000,10.31,5,Active,302
8005,1044,22,6,155000,10.69,2,Active,950
8006,1278,4,1,2247000,8.23,10,Active,724
8007,1181,19,1,1051000,10.01,12,Active,651
8008,1187,13,3,647000,9.75,2,Active,616
8009,1478,1,4,543000,10.09,7,Active,1089
8010,1114,1,6,99000,10.94,2,Active,372
8011,1491,22,1,1335000,8.31,11,Active,540
8012,1255,14,2,244000,11.3,1,Active,9
8013,1381,9,1,1682000,7.73,10,Active,162
8014,1380,24,1,1002000,8.15,11,Active,735
8015,1030,12,1,614000,7.76,11,Closed,643
8016,1264,18,1,1878000,7.96,10,Closed,641
8017,1098,9,2,705000,11.99,2,Active,828
8018,1313,8,1,501000,9.48,11,Active,865
8019,1367,14,5,1135000,12.02,8,Active,648
8020,1329,9,3,382000,10.23,2,Active,914
8021,1115,20,1,944000,6.88,11,Closed,97
8022,1276,25,5,667000,11.46,6,Active,490
8023,1488,2,6,298000,10.95,3,Active,521
8024,1281,1,2,88000,12.12,3,Active,278
8025,1275,13,1,2213000,8.13,12,Active,906
8026,1261,25,1,1850000,8.27,13,Active,502
8027,1331,10,1,1386000,9.24,11,Active,993
8028,1207,8,2,488000,12.79,2,Active,496
8029,1384,7,1,959000,9.06,11,Closed,323
8030,1328,24,2,88000,13.11,1,Active,9
8031,1211,12,1,1209000,9.23,9,Active,1026
8032,1215,17,2,407000,12.98,1,Active,673
8033,1411,25,2,196000,11.65,2,Active,64
8034,1040,12,1,2001000,7.3,11,Active,410
8035,1480,16,2,748000,12.63,5,Active,92
8036,1026,10,2,375000,12.6,3,Active,1070
8037,1027,25,5,760000,10.54,7,Active,625
8038,1190,12,3,954000,9.09,3,Active,251
8039,1083,11,2,353000,12.16,3,Active,456
8040,1384,25,5,1366000,10.28,4,Active,941
8041,1434,14,4,1532000,8.93,6,Active,772
8042,1170,22,1,1404000,8.18,11,Closed,610
8043,1413,20,1,809000,8.11,10,Active,984
8044,1167,13,1,966000,8.78,11,Active,877
8045,1188,2,1,1207000,6.84,12,Active,707
8046,1169,20,2,142000,12.95,4,Active,285
8047,1289,7,2,739000,12.11,5,Closed,661
8048,1467,1,5,485000,9.85,6,Active,475
8049,1229,25,1,1802000,7.82,10,Active,896
8050,1467,3,2,1354000,10.95,3,Closed,1024
8051,1097,20,2,836000,12.28,4,Closed,306
8052,1367,12,6,177000,10.49,3,Active,857
8053,1016,5,1,1581000,8.55,10,Active,894
8054,1279,12,1,804000,8.84,12,Active,515
8055,1135,3,1,2942000,8.07,11,Active,449
8056,1026,20,2,137000,12.73,3,Closed,791
8057,1352,5,2,223000,12.7,3,Closed,875
8058,1012,1,4,584000,10.26,2,Active,773
8059,1072,16,1,1035000,9.74,9,Active,223
8060,1133,9,1,1870000,7.34,9,Active,803
8061,1106,10,2,123000,12.21,1,Active,747
8062,1220,10,5,904000,10.08,5,Active,577
8063,1373,13,2,173000,13.75,3,Active,728
8064,1453,16,5,334000,11.45,7,Closed,482
8065,1177,20,2,296000,12.72,1,Active,274
8066,1282,25,1,934000,9.05,10,Active,281
8067,1133,4,4,351000,10.01,6,Active,1021
8068,1022,14,1,5188000,8.85,12,Active,958
8069,1463,17,1,2909000,8.16,9,Active,230
8070,1269,5,1,1018000,7.48,10,Closed,194
8071,1412,13,1,1568000,8.82,11,Closed,489
8072,1161,25,2,387000,11.43,4,Active,889
8073,1107,3,2,344000,13.06,2,Active,202
8074,1279,5,2,89000,13.31,3,Active,892
8075,1353,16,2,245000,10.47,1,Active,576
8076,1235,19,3,197000,9.68,6,Active,672
8077,1018,19,1,897000,8.69,13,Active,1086
8078,1242,17,3,356000,8.52,4,Closed,120
8079,1117,18,1,1255000,6.85,13,Active,812
8080,1286,18,4,300000,9.95,6,Active,1037
8081,1282,25,2,341000,12.02,3,Active,818
8082,1144,23,2,442000,12.97,2,Active,412
8083,1205,8,3,282000,8.95,6,Active,231
8084,1039,18,1,1853000,7.68,11,Active,969
8085,1417,9,2,323000,11.33,3,Closed,228
8086,1154,19,3,984000,9.36,5,Active,430
8087,1176,10,2,335000,12.15,3,Closed,145
8088,1449,2,2,217000,13.14,2,Active,161
8089,1241,17,1,2289000,8.13,12,Closed,867
8090,1422,25,1,808000,8.46,7,Active,289
8091,1386,24,3,661000,9.15,3,Closed,84
8092,1369,13,1,1032000,6.5,11,Active,926
8093,1134,11,1,2402000,9.04,10,Closed,534
8094,1046,16,6,122000,10.08,3,Active,125
8095,1050,20,1,2908000,8.99,10,Closed,181
8096,1166,7,2,294000,12.63,1,Active,985
8097,1106,3,5,836000,10.26,8,Active,430
8098,1216,16,1,1019000,8.02,12,Active,1068
8099,1146,19,6,136000,10.73,1,Active,843
8100,1411,20,1,2420000,8.64,11,Closed,370
8101,1425,16,1,809000,8.88,13,Active,930
8102,1072,2,1,1293000,8.52,9,Active,419
8103,1476,14,2,1179000,13.81,2,Closed,964
8104,1330,20,6,171000,11.38,2,Active,777
8105,1273,10,5,1243000,11.75,6,Active,793
8106,1247,19,3,472000,9.87,3,Closed,79
8107,1446,24,1,846000,8.21,11,Active,937
8108,1413,11,5,1505000,11.55,6,Active,707
8109,1186,18,4,397000,10.59,4,Closed,289
8110,1070,11,1,1225000,8.59,13,Closed,977
8111,1462,9,4,563000,10.79,4,Active,961
8112,1150,19,5,1881000,9.67,5,Active,872
8113,1246,20,3,627000,9.72,3,Active,81
8114,1262,10,1,3897000,7.92,9,Active,570
8115,1026,3,6,170000,9.42,1,Active,812
8116,1423,3,1,1459000,8.29,8,Active,502
8117,1140,24,3,676000,9.41,2,Active,1072
8118,1099,8,1,1303000,8.75,11,Closed,933
8119,1398,6,5,1381000,11.97,5,Closed,665
8120,1278,20,2,516000,11.73,2,Closed,409
8121,1051,1,2,311000,13.38,2,Active,825
8122,1151,20,1,1131000,9.73,10,Active,1037
8123,1432,24,2,387000,12.67,2,Closed,224
8124,1455,6,6,213000,9.78,1,Active,227
8125,1104,2,5,691000,12.87,7,Active,988
8126,1434,19,1,1291000,9.79,10,Active,191
8127,1089,7,2,262000,12.64,4,Active,762
8128,1141,11,1,1001000,7.13,8,Active,702
8129,1213,11,2,261000,12.97,2,Active,1024
8130,1233,4,5,277000,10.56,6,Active,468
8131,1394,20,4,788000,10.66,5,Default,28
8132,1183,16,2,442000,12.67,3,Active,984
8133,1251,5,2,175000,11.3,3,Active,1066
8134,1009,24,3,343000,8.37,5,Closed,38
8135,1079,7,1,1606000,7.93,11,Closed,510
8136,1052,25,1,1476000,9.38,11,Active,163
8137,1386,16,1,1193000,8.01,12,Closed,304
8138,1409,15,1,1142000,6.79,11,Active,747
8139,1269,5,2,231000,12.35,4,Active,782
8140,1226,1,6,304000,10.2,2,Active,54
8141,1051,20,1,1644000,9.34,8,Closed,374
8142,1186,22,4,236000,10.79,6,Active,877
8143,1034,22,2,110000,11.52,2,Active,750
8144,1291,9,3,641000,9.55,5,Active,1066
8145,1230,21,1,1042000,9.09,11,Active,728
8146,1131,5,1,1330000,8.41,10,Closed,607
8147,1490,22,1,1197000,8.63,11,Active,818
8148,1120,6,3,1121000,9.73,4,Closed,637
8149,1443,3,4,501000,9.87,3,Active,342
8150,1326,6,6,320000,11.25,1,Active,661
8151,1247,8,2,398000,13.56,1,Closed,162
8152,1432,6,2,475000,12.17,1,Active,40
8153,1192,16,2,359000,12.75,3,Active,798
8154,1497,16,1,498000,7.82,11,Closed,710
8155,1403,21,1,2306000,9.31,9,Active,629
8156,1323,3,5,1714000,10.53,6,Closed,25
8157,1210,17,2,217000,12.83,3,Closed,965
8158,1103,21,5,640000,10.83,5,Active,67
8159,1329,6,1,600000,8.94,10,Active,697
8160,1372,6,1,620000,7.87,9,Active,303
8161,1460,22,3,1213000,9.04,3,Active,1019
8162,1133,19,1,2347000,8.46,11,Active,478
8163,1323,20,6,159000,9.94,1,Closed,105
8164,1139,15,5,351000,10.54,7,Active,657
8165,1121,19,3,881000,8.02,1,Active,1074
8166,1094,2,6,227000,10.68,1,Active,602
8167,1452,8,1,862000,9.1,13,Default,389
8168,1453,7,2,243000,11.46,4,Active,964
8169,1129,8,5,3038000,10.12,7,Active,429
8170,1091,13,2,273000,11.78,2,Active,17
8171,1092,22,1,531000,7.19,12,Active,443
8172,1063,15,1,2928000,8.45,10,Active,1017
8173,1029,12,2,482000,11.63,2,Active,378
8174,1210,15,3,674000,9.44,4,Active,392
8175,1012,14,1,1090000,7.59,8,Active,30
8176,1333,7,2,466000,11.89,3,Closed,131
8177,1297,17,1,2753000,9.28,10,Active,401
8178,1130,5,2,106000,11.28,1,Active,123
8179,1293,20,5,865000,10.58,5,Active,51
8180,1173,10,3,910000,9.56,3,Closed,920
8181,1208,19,2,148000,12.26,2,Closed,74
8182,1432,18,1,949000,8.64,10,Closed,111
8183,1024,25,1,659000,8.15,13,Active,177
8184,1099,24,1,1277000,7.37,12,Closed,1044
8185,1406,10,4,948000,10.7,6,Closed,205
8186,1356,2,1,820000,8.43,10,Closed,541
8187,1139,6,2,324000,13.7,2,Active,1033
8188,1314,3,4,570000,10.25,6,Default,1057
8189,1174,19,3,824000,9.89,3,Active,152
8190,1029,5,3,362000,9.67,2,Active,80
8191,1419,7,3,398000,10.17,3,Active,846
8192,1496,7,1,1836000,7.98,10,Closed,126
8193,1143,10,1,2103000,9.49,10,Active,508
8194,1316,1,2,112000,12.15,2,Closed,375
8195,1351,11,2,434000,12.42,1,Active,989
8196,1042,23,1,2388000,8.8,11,Active,534
8197,1489,7,4,985000,12.03,5,Closed,151
8198,1299,6,3,798000,10.07,4,Active,218
8199,1208,6,1,1284000,8.11,10,Active,282
8200,1330,13,1,2991000,8.7,13,Active,305
8201,1433,16,3,444000,8.24,5,Active,662
8202,1192,13,2,212000,13.25,1,Active,654
8203,1160,2,1,943000,6.5,12,Active,1088
8204,1064,19,4,235000,9.52,6,Active,173
8205,1243,19,1,1604000,10.15,12,Active,704
8206,1258,19,1,1400000,8.72,12,Active,397
8207,1152,18,2,382000,12.87,2,Closed,744
8208,1215,25,5,1237000,10.11,6,Closed,51
8209,1322,6,5,1044000,12.0,7,Active,620
8210,1166,2,5,892000,10.31,5,Active,884
8211,1031,19,2,255000,11.47,4,Closed,275
8212,1371,6,4,446000,10.65,6,Active,688
8213,1232,20,5,700000,10.29,5,Active,866
8214,1282,23,2,236000,11.05,1,Active,584
8215,1029,22,1,4022000,7.43,11,Active,362
8216,1195,15,3,378000,9.04,4,Active,400
8217,1334,6,5,616000,10.27,4,Active,795
8218,1256,3,6,161000,12.11,4,Active,563
8219,1281,11,1,2744000,8.18,12,Closed,227
8220,1304,8,6,351000,9.82,3,Active,17
8221,1321,25,2,130000,10.75,3,Active,220
8222,1437,22,1,1524000,9.18,10,Active,584
8223,1323,18,6,167000,10.98,1,Closed,452
8224,1346,17,5,3824000,11.11,8,Active,626
8225,1402,19,3,1072000,8.93,4,Active,470
8226,1393,19,5,349000,10.77,5,Active,351
8227,1294,24,3,617000,9.79,4,Active,903
8228,1087,21,2,180000,12.5,3,Active,64
8229,1149,17,6,192000,9.89,2,Closed,950
8230,1249,4,6,177000,10.94,2,Active,439
8231,1321,7,1,1656000,7.89,11,Active,897
8232,1405,5,2,233000,13.22,5,Active,581
8233,1283,16,2,229000,12.17,1,Active,32
8234,1362,6,5,679000,11.3,8,Active,1
8235,1379,14,4,531000,10.38,6,Closed,706
8236,1198,20,6,232000,11.37,3,Active,1006
8237,1044,2,2,386000,12.87,1,Closed,716
8238,1356,25,4,659000,9.02,6,Active,586
8239,1028,18,5,505000,9.59,6,Closed,152
8240,1429,18,1,3232000,8.44,12,Closed,370
8241,1017,13,3,583000,9.7,3,Active,563
8242,1127,18,2,170000,11.96,4,Active,849
8243,1379,17,4,327000,10.33,6,Active,258
8244,1168,13,3,349000,9.55,2,Active,522
8245,1244,12,4,616000,9.95,6,Default,965
8246,1387,3,1,1030000,8.02,13,Active,646
8247,1076,22,1,543000,7.74,9,Active,190
8248,1231,7,4,640000,11.86,5,Active,578
8249,1204,1,2,246000,10.91,2,Closed,836
8250,1450,5,1,925000,7.57,8,Active,863
8251,1248,21,1,1219000,10.45,11,Closed,648
8252,1302,1,1,2962000,7.73,10,Closed,607
8253,1214,4,4,482000,9.58,6,Active,505
8254,1215,1,3,490000,9.76,4,Closed,378
8255,1158,13,2,617000,12.86,1,Active,345
8256,1069,14,3,514000,9.23,4,Active,983
8257,1393,15,2,409000,13.27,1,Closed,811
8258,1085,17,1,2518000,7.78,11,Active,63
8259,1267,12,5,1260000,11.13,6,Active,849
8260,1069,7,2,266000,12.11,1,Active,780
8261,1099,23,1,1467000,7.84,10,Active,866
8262,1347,19,4,632000,9.73,4,Active,948
8263,1497,23,1,1894000,8.57,10,Active,539
8264,1450,3,1,1052000,8.94,10,Active,905
8265,1216,18,1,4262000,8.95,11,Closed,548
8266,1415,4,6,255000,10.37,2,Closed,468
8267,1161,3,2,104000,11.39,1,Closed,234
8268,1423,12,1,2751000,7.46,11,Closed,79
8269,1094,23,4,586000,9.3,5,Active,1000
8270,1174,12,5,688000,9.64,6,Active,790
8271,1165,17,2,110000,11.97,1,Closed,1071
8272,1115,6,1,1541000,7.61,11,Active,529
8273,1220,15,2,366000,11.66,2,Active,897
8274,1444,2,1,1446000,9.49,14,Active,345
8275,1031,8,3,399000,8.81,6,Active,276
8276,1011,14,2,390000,13.33,3,Active,403
8277,1343,5,2,78000,12.81,2,Closed,254
8278,1377,3,3,347000,8.43,4,Closed,1039
8279,1130,10,3,1317000,8.81,4,Active,1001
8280,1488,7,5,651000,9.41,2,Active,537
8281,1105,11,3,1131000,8.65,4,Active,163
8282,1027,15,2,380000,11.52,1,Active,63
8283,1227,2,5,1366000,11.45,6,Closed,243
8284,1002,5,1,2130000,8.17,10,Closed,303
8285,1359,11,1,1458000,8.27,11,Active,963
8286,1101,8,4,360000,9.34,5,Closed,320
8287,1021,13,2,178000,12.82,3,Active,1046
8288,1058,11,2,196000,11.48,4,Active,965
8289,1389,17,5,3166000,10.28,7,Closed,490
8290,1180,15,3,572000,9.16,6,Active,618
8291,1429,1,4,462000,10.81,5,Active,842
8292,1341,19,4,268000,9.9,7,Closed,383
8293,1349,16,1,603000,9.79,10,Active,370
8294,1020,19,3,330000,8.55,2,Default,740
8295,1255,13,6,386000,9.13,3,Active,409
8296,1317,23,2,426000,12.52,5,Closed,829
8297,1038,22,4,237000,9.54,5,Active,261
8298,1148,23,3,276000,9.25,4,Active,28
8299,1498,4,1,3229000,9.14,10,Active,849
8300,1025,11,1,2691000,7.36,12,Closed,450
8301,1386,18,2,388000,12.28,4,Active,527
8302,1121,18,2,236000,12.94,3,Closed,183
8303,1416,10,2,378000,12.69,1,Closed,376
8304,1026,17,6,350000,10.27,3,Active,210
8305,1454,13,1,1807000,9.05,9,Active,526
8306,1169,25,2,201000,13.25,3,Closed,32
8307,1323,14,2,156000,10.96,2,Closed,44
8308,1225,7,6,184000,11.58,2,Active,886
8309,1001,10,2,532000,11.58,3,Closed,116
8310,1307,3,4,568000,10.45,6,Closed,372
8311,1261,2,4,194000,9.75,4,Active,995
8312,1013,19,3,490000,10.19,2,Closed,442
8313,1403,7,1,1216000,9.04,13,Closed,614
8314,1396,5,1,1507000,8.59,12,Active,1028
8315,1048,3,1,400000,8.67,10,Active,1009
8316,1409,25,1,862000,8.1,8,Active,238
8317,1313,2,2,554000,11.76,3,Active,59
8318,1371,23,3,218000,7.86,3,Active,925
8319,1291,22,1,3629000,8.03,10,Active,915
8320,1332,6,1,1943000,9.18,10,Closed,772
8321,1094,14,3,489000,8.15,3,Closed,955
8322,1261,7,1,566000,9.41,12,Active,303
8323,1482,22,1,992000,7.38,12,Active,981
8324,1278,2,6,176000,10.28,3,Active,481
8325,1359,11,1,573000,8.84,11,Closed,229
8326,1205,21,1,1015000,8.92,10,Closed,54
8327,1185,3,1,1381000,7.88,7,Active,442
8328,1175,9,5,525000,11.36,7,Active,575
8329,1438,8,3,242000,9.41,5,Active,585
8330,1387,11,1,3341000,8.31,12,Active,592
8331,1380,18,3,575000,8.47,3,Active,130
8332,1309,1,1,2221000,8.83,11,Closed,517
8333,1468,15,2,170000,12.52,2,Closed,944
8334,1415,4,3,655000,8.66,4,Active,181
8335,1069,4,1,1290000,8.24,8,Active,618
8336,1472,10,2,181000,12.93,3,Active,1008
8337,1104,11,2,427000,11.24,3,Closed,237
8338,1246,18,5,328000,10.24,5,Default,512
8339,1161,23,6,159000,9.67,1,Active,533
8340,1200,15,3,552000,8.23,2,Active,962
8341,1216,3,5,937000,10.06,5,Active,225
8342,1434,7,3,1594000,10.07,2,Active,203
8343,1212,7,5,1551000,11.25,7,Active,1065
8344,1016,17,2,165000,11.68,2,Active,855
8345,1498,22,3,547000,9.39,3,Active,934
8346,1372,20,5,782000,11.32,6,Closed,136
8347,1332,24,5,1358000,10.73,8,Active,1057
8348,1205,16,1,1322000,7.18,11,Active,1053
8349,1365,16,1,1005000,7.68,12,Default,1081
8350,1490,8,6,313000,9.56,2,Active,990
8351,1039,3,3,1307000,10.85,5,Active,445
8352,1089,20,6,206000,9.45,2,Active,371
8353,1430,15,4,443000,9.06,4,Closed,939
8354,1256,1,4,615000,9.98,7,Closed,638
8355,1480,10,2,404000,10.78,5,Active,922
8356,1254,2,1,2587000,7.28,11,Active,486
8357,1216,7,3,686000,8.99,4,Active,258
8358,1368,14,5,630000,10.8,8,Active,439
8359,1303,16,4,504000,10.31,5,Active,602
8360,1172,15,2,135000,13.04,3,Closed,18
8361,1137,7,4,1491000,9.97,4,Closed,219
8362,1488,13,3,1484000,8.38,4,Active,512
8363,1498,25,5,4260000,11.34,6,Closed,209
8364,1471,10,1,2746000,9.54,10,Closed,527
8365,1384,9,1,768000,8.61,12,Active,235
8366,1178,9,2,210000,11.85,4,Closed,211
8367,1077,6,2,450000,12.61,3,Active,273
8368,1188,24,6,697000,10.82,4,Active,144
8369,1480,25,1,635000,7.22,8,Active,734
8370,1498,12,6,174000,10.58,3,Active,502
8371,1015,23,6,416000,11.17,2,Active,444
8372,1292,20,1,1279000,9.37,10,Active,180
8373,1497,20,5,1342000,10.17,6,Active,1017
8374,1319,22,2,140000,11.41,2,Active,179
8375,1325,14,4,619000,10.38,2,Active,299
8376,1214,20,1,1360000,8.31,9,Active,755
8377,1208,7,6,418000,10.93,1,Closed,9
8378,1169,8,3,272000,9.39,3,Closed,192
8379,1330,8,5,657000,11.11,5,Active,1026
8380,1280,8,3,369000,8.59,1,Active,1027
8381,1466,2,2,176000,13.18,2,Active,950
8382,1305,14,1,1707000,7.86,11,Closed,492
8383,1146,10,1,649000,8.7,14,Active,780
